dataset,q_id,method,transformation_type,original_query,variation,valid,follow_category
antique,363519,ramsrigouthamg/t5_paraphraser,paraphrase,how do you install a oil breather on a 1994 ford tempo,how do you install an oil breather on a 1994 ford tempo,TRUE,TRUE
antique,3635284,ramsrigouthamg/t5_paraphraser,paraphrase,what is the procedure for getting a paternity test,how do i get a paternity test,TRUE,TRUE
antique,3651236,ramsrigouthamg/t5_paraphraser,paraphrase,what does the  21 mean,what does  21 mean,TRUE,FALSE
antique,3690922,ramsrigouthamg/t5_paraphraser,paraphrase,how do u end a bad rep,how do i end a bad rep,TRUE,TRUE
antique,3731489,ramsrigouthamg/t5_paraphraser,paraphrase,bulldog is aware of whats happening and trying to stop it  already at vet just waiting for blood work  ears fi,how can i stop my dog from getting sick,FALSE,FALSE
antique,3738877,ramsrigouthamg/t5_paraphraser,paraphrase,if i had a bad breath what should i do,what should i do if i have bad breath,FALSE,FALSE
antique,3814583,ramsrigouthamg/t5_paraphraser,paraphrase,why do only republicans defend martha stewart,why do republicans defend martha stewart,TRUE,TRUE
antique,3824106,ramsrigouthamg/t5_paraphraser,paraphrase,what happens when a young girl  young boy meet alone,what happens when a young girl and a young boy meet alone,TRUE,TRUE
antique,3841762,ramsrigouthamg/t5_paraphraser,paraphrase,what is the most important number  and why,what is the most important number,TRUE,TRUE
antique,3884772,ramsrigouthamg/t5_paraphraser,paraphrase,how about a bumper sticker thats says,how about a bumper sticker that says,FALSE,FALSE
antique,3913653,ramsrigouthamg/t5_paraphraser,paraphrase,how can sexual desire be overcome,how can i overcome sexual desire,TRUE,TRUE
antique,3958214,ramsrigouthamg/t5_paraphraser,paraphrase,how is light energy turned into heat energy,how is light energy converted into heat energy,TRUE,TRUE
antique,3961,ramsrigouthamg/t5_paraphraser,paraphrase,how to stop rabbit from peeing on the floor,how do i stop my rabbit from peeing on my floor,TRUE,TRUE
antique,397709,ramsrigouthamg/t5_paraphraser,paraphrase,how and what court should i take a driver who damaged my liability insurance car,how and what court should i take a driver who damaged my insurance car,FALSE,FALSE
antique,4031702,ramsrigouthamg/t5_paraphraser,paraphrase,how to spice up our lovemaking,how do i spice up my lovemaking,TRUE,TRUE
antique,4032777,ramsrigouthamg/t5_paraphraser,paraphrase,why do american people put there animals on such a pedestal,why do americans put animals on pedestals,TRUE,TRUE
antique,404359,ramsrigouthamg/t5_paraphraser,paraphrase,why is corruption high in the third world countries,why is corruption so high in third world countries,TRUE,TRUE
antique,4048305,ramsrigouthamg/t5_paraphraser,paraphrase,why aren t there ever any guilty bystanders,why aren t there any guilty bystanders,TRUE,TRUE
antique,406082,ramsrigouthamg/t5_paraphraser,paraphrase,how do people build mussels on there biceps,how do people build mussels on their biceps,TRUE,TRUE
antique,4069320,ramsrigouthamg/t5_paraphraser,paraphrase,athiests  how did you find the light,how do athiests find light,TRUE,TRUE
antique,4165672,ramsrigouthamg/t5_paraphraser,paraphrase,how do we get up early in the morning without alarm,how do i get up early in the morning without an alarm,TRUE,TRUE
antique,4183127,ramsrigouthamg/t5_paraphraser,paraphrase,why are some americans so prudish when it comes to sex,why are americans so prudish when it comes to sex,TRUE,TRUE
antique,4217473,ramsrigouthamg/t5_paraphraser,paraphrase,how do i remove the nude patch  v1 0 0 1022 from the sims 2 game,how do i remove the nude patch v1 0 0 1022 from sims 2,TRUE,TRUE
antique,4237144,ramsrigouthamg/t5_paraphraser,paraphrase,why do we say   god bless you  when someone sneezes,why do we say god bless you when someone sneezes,FALSE,FALSE
antique,4262151,ramsrigouthamg/t5_paraphraser,paraphrase,how should a pregnant woman deal with morning sickness,how do pregnant women deal with morning sickness,TRUE,TRUE
antique,4287367,ramsrigouthamg/t5_paraphraser,paraphrase,how can ppl tell if they r bipolar,how do i know if i m bipolar,TRUE,TRUE
antique,4338583,ramsrigouthamg/t5_paraphraser,paraphrase,how is it being you,how is it to be you,TRUE,TRUE
antique,4387641,ramsrigouthamg/t5_paraphraser,paraphrase,how do i keep my cat from scratching my leather couch,how do i stop my cat from scratching my leather couch,TRUE,TRUE
antique,4400543,ramsrigouthamg/t5_paraphraser,paraphrase,why do some animals always have more than one baby   some animals don t,why do some animals have more than one baby,TRUE,TRUE
antique,461995,ramsrigouthamg/t5_paraphraser,paraphrase,why does my congregation complain about lenght of my  90 minute sermons,why does my congregation complain about the length of my sermons,TRUE,TRUE
antique,485408,ramsrigouthamg/t5_paraphraser,paraphrase,what can i do tonight,what should i do tonight,TRUE,TRUE
antique,511835,ramsrigouthamg/t5_paraphraser,paraphrase,how and why did the roman empire fell apart,why did the roman empire fall apart,TRUE,FALSE
antique,514804,ramsrigouthamg/t5_paraphraser,paraphrase,why isn t there any military bases in the state of mississippi,why are there no military bases in mississippi,TRUE,TRUE
antique,566364,ramsrigouthamg/t5_paraphraser,paraphrase,what are caskets its so amazing how they are made,how are caskets made,TRUE,FALSE
antique,595342,ramsrigouthamg/t5_paraphraser,paraphrase,what is there to expect when you turn 17,what should i expect when i turn 17,TRUE,TRUE
antique,643630,ramsrigouthamg/t5_paraphraser,paraphrase,how do you keep your parents from divorcing,how do i keep my parents from divorcing,TRUE,TRUE
antique,66151,ramsrigouthamg/t5_paraphraser,paraphrase,why does the it seem the u s  has more serial killers than other countries,why does the us have more serial killers than other countries,TRUE,TRUE
antique,684633,ramsrigouthamg/t5_paraphraser,paraphrase,what s the best asian and why,what s the best asian food,FALSE,FALSE
antique,752633,ramsrigouthamg/t5_paraphraser,paraphrase,how  did you do  when there  was a bomb  while  you were  shopping  in  new york,what did you do when a bomb hit you while you were shopping in new york,FALSE,FALSE
antique,763189,ramsrigouthamg/t5_paraphraser,paraphrase,why was  wearing the colour green considered a sign of madness,why is wearing the colour green considered a sign of madness,TRUE,TRUE
