dataset,q_id,method,transformation_type,original_query,variation,valid,follow_category
antique,4287894,WordSwapWordNet,synonym,how long is the train ride from italy to finland,how long is the train drive from italy to finland,TRUE,TRUE
antique,4336509,WordSwapWordNet,synonym,what is the purpose of running a fever,what is the purpose of lead a fever,TRUE,FALSE
antique,4387641,WordSwapWordNet,synonym,how do i keep my cat from scratching my leather couch,how do i keep my cat from rub my leather couch,TRUE,FALSE
antique,4400543,WordSwapWordNet,synonym,why do some animals always have more than one baby   some animals don t,why do some animals always have more than nonpareil baby   some animals don t,FALSE,FALSE
antique,4450252,WordSwapWordNet,synonym,what are the causes of college dropouts,what are the stimulate of college dropouts,FALSE,FALSE
antique,461995,WordSwapWordNet,synonym,why does my congregation complain about lenght of my  90 minute sermons,why does my congregation complain about lenght of my  90 moment sermons,FALSE,FALSE
antique,489705,WordSwapWordNet,synonym,what are some unwritten rules while using a urinal,what are some oral rules while using a urinal,TRUE,TRUE
antique,511835,WordSwapWordNet,synonym,how and why did the roman empire fell apart,how and why did the roman empire accrue apart,TRUE,FALSE
antique,514804,WordSwapWordNet,synonym,why isn t there any military bases in the state of mississippi,why isn t there any military bag in the state of mississippi,FALSE,FALSE
antique,544869,WordSwapWordNet,synonym,why is it so easy to be bad,why is it so leisurely to be bad,FALSE,FALSE
antique,546552,WordSwapWordNet,synonym,if jimmy hoffa is found on the farm  how will it change american culture,if jimmy hoffa is find on the farm  how will it change american culture,TRUE,TRUE
antique,554539,WordSwapWordNet,synonym,why do you read,why do you say,FALSE,FALSE
antique,566364,WordSwapWordNet,synonym,what are caskets its so amazing how they are made,what are caskets its so astound how they are made,TRUE,TRUE
antique,595342,WordSwapWordNet,synonym,what is there to expect when you turn 17,what is there to expect when you number 17,FALSE,FALSE
antique,643630,WordSwapWordNet,synonym,how do you keep your parents from divorcing,how do you keep your nurture from divorcing,FALSE,FALSE
antique,66151,WordSwapWordNet,synonym,why does the it seem the u s  has more serial killers than other countries,why does the it seem the u s  has more sequential killers than other countries,FALSE,FALSE
antique,684633,WordSwapWordNet,synonym,what s the best asian and why,what s the right asian and why,FALSE,FALSE
antique,727663,WordSwapWordNet,synonym,why do pigs wallow in mud,why do grunter wallow in mud,FALSE,FALSE
antique,752633,WordSwapWordNet,synonym,how  did you do  when there  was a bomb  while  you were  shopping  in  new york,how  did you do  when there  was a bomb  while  you were  shopping  in  raw york,FALSE,FALSE
antique,763189,WordSwapWordNet,synonym,why was  wearing the colour green considered a sign of madness,why was  wearing the colour green see a sign of madness,TRUE,TRUE
antique,772988,WordSwapWordNet,synonym,what is the difference between dressing and stuffing,what is the difference between fertilisation and stuffing,FALSE,FALSE
antique,844617,WordSwapWordNet,synonym,how are dna and rna similar,how are dna and rna exchangeable,FALSE,FALSE
antique,884643,WordSwapWordNet,synonym,in the constellation lyra  why are some of the stars labeled with the roman alphabet,in the constellation lyra  why are some of the whizz labeled with the roman alphabet,FALSE,FALSE
antique,913424,WordSwapWordNet,synonym,why do i black out while i am driving,why do i pitch dark out while i am driving,FALSE,FALSE
antique,929821,WordSwapWordNet,synonym,why do guys sniff their underwear,why do guys sniff their underclothing,TRUE,TRUE
antique,937635,WordSwapWordNet,synonym,why do they put braille on a drive through atm,why do they position braille on a drive through atm,TRUE,TRUE
antique,94629,WordSwapWordNet,synonym,why receptors are good drug target,why receptors are soundly drug target,TRUE,FALSE
antique,961127,WordSwapWordNet,synonym,why do we put up with the heresies of science,why do we put up with the heresy of science,TRUE,TRUE
antique,963523,WordSwapWordNet,synonym,how to get mythral shards on kingdom hearts 2,how to get mythral shards on kingdom ticker 2,FALSE,FALSE
antique,98438,WordSwapWordNet,synonym,where can i find a simplified explanation of how to use commas properly,where can i find a simplified explanation of how to expend commas properly,FALSE,FALSE
antique,986260,WordSwapWordNet,synonym,what is currently the meaning of life,what is currently the meaning of biography,FALSE,FALSE
antique,993601,WordSwapWordNet,synonym,why were black women abused sexually after the abolition of slavery in the us in 1865,why were bootleg women abused sexually after the abolition of slavery in the us in 1865,FALSE,FALSE
